,S1,C1,S2,C2,S3,C3,S4,C4,S5,C5,hand
15198,3,13,2,5,1,10,3,12,1,6,Zero
15199,1,5,1,3,1,2,2,2,2,8,One
15200,2,7,4,12,3,4,3,12,2,12,Three
15201,3,11,2,1,3,4,1,5,3,5,One
15202,4,9,4,3,1,7,1,11,3,6,Zero
15203,1,8,4,9,4,1,4,6,3,5,Zero
15204,4,1,3,8,4,5,3,12,1,10,Zero
15205,1,5,1,1,3,11,2,1,3,10,One
15206,3,8,3,10,4,11,1,7,2,11,One
15207,2,6,1,12,1,6,4,13,1,4,One
15208,4,1,3,7,3,3,4,9,3,4,Zero
15209,2,13,4,5,4,11,4,6,3,8,Zero
15210,3,2,2,3,2,2,3,6,3,12,One
15211,3,10,4,7,2,11,3,11,4,13,One
15212,2,2,2,3,3,8,3,7,2,4,Zero
15213,2,2,4,8,2,9,1,5,3,5,One
15214,2,11,3,5,2,2,4,8,1,6,Zero
15215,2,2,3,11,2,9,4,7,3,10,Zero
15216,1,4,4,11,2,10,4,3,1,13,Zero
15217,3,10,2,11,1,7,2,8,3,8,One
15218,4,10,1,3,4,9,3,3,1,10,Two
15219,4,7,4,10,1,1,1,9,4,12,Zero
15220,1,4,4,6,2,2,3,5,1,8,Zero
15221,2,2,1,2,3,3,1,5,4,5,Two
15222,4,5,2,4,4,6,1,8,3,13,Zero
15223,3,3,1,10,3,10,3,9,3,12,One
15224,3,5,3,7,1,8,2,4,2,5,One
15225,2,6,4,10,3,4,2,13,4,9,Zero
15226,1,12,2,1,4,2,2,6,1,9,Zero
15227,3,8,1,3,4,10,3,12,2,1,Zero
15228,1,4,1,5,1,9,2,11,3,13,Zero
15229,4,10,4,2,4,5,1,11,3,11,One
15230,2,3,4,1,4,11,1,7,2,11,One
15231,4,4,3,11,1,8,2,7,4,8,One
15232,4,9,4,5,3,1,2,10,3,3,Zero
15233,1,4,4,4,4,13,4,10,1,6,One
15234,4,2,3,10,1,1,4,9,1,12,Zero
15235,4,8,4,10,3,5,2,12,1,5,One
15236,2,4,2,5,3,4,3,6,3,2,One
15237,4,12,1,6,1,1,2,1,3,12,Two
15238,2,9,1,4,2,5,2,10,4,1,Zero
15239,1,7,1,13,4,6,2,10,4,3,Zero
15240,2,7,3,12,1,8,4,6,2,4,Zero
15241,2,7,4,4,1,6,2,2,3,7,One
15242,2,13,3,4,4,1,2,3,4,3,One
15243,2,7,3,1,2,13,4,12,1,6,Zero
15244,2,7,3,2,1,8,3,7,1,4,One
15245,1,11,2,10,3,13,4,2,4,3,Zero
15246,3,12,2,4,1,6,3,4,4,10,One
15247,4,6,4,5,1,11,4,13,1,10,Zero
15248,2,12,3,7,2,10,1,1,3,13,Zero
15249,4,4,2,7,2,2,4,6,3,2,One
15250,4,12,2,12,2,7,2,4,1,6,One
15251,4,1,4,10,3,3,2,5,1,7,Zero
15252,3,13,2,10,1,5,4,4,3,1,Zero
15253,4,8,4,2,2,3,3,8,3,11,One
15254,3,12,1,7,1,9,4,3,4,8,Zero
15255,3,9,4,4,3,3,1,3,2,11,One
15256,3,9,3,4,1,12,3,1,4,11,Zero
15257,3,8,2,2,3,5,1,5,3,4,One
15258,4,11,4,7,4,1,1,4,2,9,Zero
15259,3,5,1,12,1,9,2,9,4,7,One
15260,1,8,2,3,1,6,1,9,3,3,One
15261,3,5,2,3,3,4,3,7,2,8,Zero
15262,3,8,1,11,4,7,2,13,1,4,Zero
15263,2,5,3,12,4,9,4,4,1,1,Zero
15264,4,5,3,7,1,9,2,1,1,6,Zero
15265,4,1,3,12,2,4,2,1,3,1,Three
15266,2,2,3,8,2,7,3,2,2,5,One
15267,1,10,1,1,3,11,2,11,3,7,One
15268,3,5,1,1,2,3,4,4,3,9,Zero
15269,3,10,3,11,4,6,3,7,2,1,Zero
15270,4,6,1,2,2,6,1,12,4,9,One
15271,3,12,4,11,4,6,1,12,2,7,One
15272,3,11,3,6,2,10,2,13,2,2,Zero
15273,1,10,3,1,2,13,1,5,4,7,Zero
15274,3,6,2,5,1,4,3,5,1,6,Two
15275,3,12,1,9,2,6,4,2,1,12,One
15276,4,11,2,4,4,12,4,7,2,8,Zero
15277,1,7,3,8,4,9,3,4,1,8,One
15278,1,13,4,8,4,5,1,7,2,4,Zero
15279,4,10,3,1,3,11,3,12,4,12,One
15280,3,5,3,6,2,5,2,13,1,9,One
15281,3,9,1,13,3,12,3,10,4,8,Zero
15282,1,3,3,10,2,12,1,8,2,10,One
15283,4,1,3,6,3,4,4,8,3,3,Zero
15284,2,9,1,2,4,13,3,7,2,11,Zero
15285,2,7,1,3,3,6,4,3,2,13,One
15286,1,10,3,2,4,5,4,2,2,5,Two
15287,2,13,1,3,1,9,2,4,2,11,Zero
15288,3,8,2,8,4,8,1,13,4,13,Six
15289,3,4,3,6,2,9,4,11,2,6,One
15290,3,11,2,10,4,9,3,9,3,8,One
15291,4,7,2,4,1,3,1,12,3,2,Zero
15292,4,3,1,4,1,8,4,1,2,9,Zero
15293,1,13,2,9,3,1,4,4,3,9,One
15294,2,13,3,7,3,9,4,5,2,9,One
15295,4,3,4,5,1,6,2,2,4,6,One
15296,4,1,3,8,2,8,4,7,3,4,One
15297,2,13,1,5,4,13,4,6,4,9,One
15298,2,1,2,12,1,5,3,1,2,2,One
15299,1,13,1,2,1,5,1,7,1,9,Five
15300,3,10,4,7,1,2,3,6,4,4,Zero
15301,1,11,3,4,1,2,2,6,3,7,Zero
15302,1,6,4,6,4,2,2,2,3,11,Two
15303,2,10,3,3,4,3,1,12,1,13,One
15304,2,12,2,10,4,3,4,7,2,5,Zero
15305,1,12,2,1,2,7,4,12,2,4,One
15306,4,8,4,4,2,10,1,13,2,13,One
15307,4,1,2,2,4,12,3,4,4,6,Zero
15308,3,13,1,13,2,1,3,8,1,4,One
15309,3,8,1,8,4,9,3,12,2,12,Two
15310,4,8,3,3,1,8,2,12,1,1,One
15311,4,5,3,4,3,8,2,4,4,3,One
15312,1,2,1,10,3,4,4,11,2,12,Zero
15313,1,13,3,6,4,6,2,7,4,3,One
15314,2,1,2,11,1,10,2,9,4,13,Zero
15315,2,2,1,4,2,8,3,8,2,3,One
15316,4,13,4,3,4,11,1,11,1,4,One
15317,2,11,4,3,2,5,3,11,3,5,Two
15318,3,11,4,5,3,10,2,2,1,11,One
15319,1,9,2,7,2,3,4,8,2,5,Zero
15320,3,1,4,13,1,2,4,7,2,12,Zero
15321,4,11,1,8,4,7,2,8,3,11,Two
15322,2,13,1,12,4,3,2,9,2,6,Zero
15323,3,9,3,2,4,6,3,10,3,7,Zero
15324,2,4,2,3,1,1,3,13,4,8,Zero
15325,4,4,2,6,2,1,1,3,2,7,Zero
15326,2,5,3,10,4,6,2,6,3,8,One
15327,4,12,1,1,2,12,2,9,2,1,Two
15328,4,4,1,6,4,5,3,2,1,1,Zero
15329,4,5,1,4,3,3,4,4,2,6,One
15330,2,10,3,1,2,12,4,10,2,9,One
15331,4,3,1,4,4,12,3,6,2,1,Zero
15332,2,9,4,8,1,4,2,3,4,11,Zero
15333,4,11,2,11,1,2,1,1,2,12,One
15334,1,8,2,8,2,7,2,5,2,11,One
15335,4,4,2,11,3,7,2,7,1,7,Three
15336,3,3,3,6,1,1,3,4,4,5,Zero
15337,4,1,3,2,2,6,1,12,2,5,Zero
15338,1,13,3,5,4,2,4,4,3,7,Zero
15339,1,8,3,4,3,6,3,12,4,4,One
15340,4,12,4,10,3,4,1,12,2,3,One
15341,4,11,2,1,3,4,2,9,2,10,Zero
15342,1,10,2,4,3,8,1,3,4,2,Zero
15343,2,3,2,7,2,8,1,9,3,4,Zero
15344,3,4,1,6,2,1,1,9,4,10,Zero
15345,2,2,2,5,4,13,1,9,4,5,One
15346,3,1,1,11,1,10,2,2,2,13,Zero
15347,2,1,1,3,3,13,4,9,1,9,One
15348,2,10,2,11,4,11,4,12,1,2,One
15349,4,11,4,10,4,13,2,2,1,13,One
15350,2,4,2,13,3,10,4,7,4,9,Zero
15351,3,3,2,9,3,6,4,10,2,11,Zero
15352,2,3,4,4,1,2,1,6,2,13,Zero
15353,2,1,3,10,1,5,2,12,2,6,Zero
15354,4,9,3,7,4,8,3,8,3,1,One
15355,1,5,1,8,1,4,1,1,2,2,Zero
15356,2,12,1,10,3,11,2,2,3,5,Zero
15357,2,10,1,6,3,5,3,8,1,7,Zero
15358,2,9,1,2,2,8,2,2,3,8,Two
15359,1,3,3,7,1,9,1,4,3,6,Zero
15360,2,2,3,6,4,7,1,12,2,12,One
15361,1,1,1,2,1,5,1,12,4,6,Zero
15362,1,2,1,5,1,8,2,2,3,11,One
15363,3,3,3,10,3,4,1,10,2,12,One
15364,2,7,2,5,3,13,3,11,1,7,One
15365,4,6,4,11,2,10,1,3,1,13,Zero
15366,3,12,2,9,1,9,3,11,4,12,Two
15367,1,3,3,11,1,13,2,5,2,10,Zero
15368,1,12,4,9,1,7,3,11,3,9,One
15369,3,13,2,11,2,9,1,9,2,13,Two
15370,4,4,1,2,3,13,1,1,4,9,Zero
15371,2,10,1,8,4,5,4,9,4,10,One
15372,1,5,4,1,3,6,3,8,3,13,Zero
15373,1,5,4,3,4,9,1,4,4,7,Zero
15374,4,5,1,7,2,4,2,11,3,10,Zero
15375,4,11,1,9,2,6,3,6,1,8,One
15376,1,11,1,6,3,7,3,10,3,13,Zero
15377,3,5,1,10,1,6,3,9,1,8,Zero
15378,3,9,4,3,2,10,1,5,2,12,Zero
15379,4,5,3,2,2,1,1,2,2,9,One
15380,3,12,2,10,3,3,2,8,2,7,Zero
15381,1,5,3,8,2,10,4,4,3,11,Zero
15382,1,12,4,11,3,7,1,11,2,8,One
15383,3,5,2,1,3,8,1,11,2,9,Zero
15384,2,9,3,2,4,7,4,3,2,13,Zero
15385,1,11,1,10,1,9,2,6,2,4,Zero
15386,4,9,2,10,2,3,1,11,4,2,Zero
15387,2,7,2,2,1,11,4,11,1,7,Two
15388,2,7,3,11,2,5,1,11,2,4,One
15389,4,10,2,7,1,4,3,1,1,3,Zero
15390,2,8,4,9,1,9,3,6,1,12,One
15391,3,9,1,2,2,6,4,6,2,4,One
15392,3,3,2,3,2,12,4,6,2,5,One
15393,4,2,1,7,2,5,3,8,2,4,Zero
15394,1,11,3,6,4,5,2,8,2,10,Zero
15395,3,12,2,7,4,8,1,1,4,4,Zero
15396,3,9,2,11,2,13,4,9,2,1,One
15397,2,4,4,10,1,1,2,13,4,1,One
15398,2,4,2,5,1,13,2,6,1,11,Zero
15399,4,3,4,5,1,11,4,8,1,8,One
15400,2,8,4,2,1,9,3,10,4,7,Zero
15401,2,13,3,13,1,10,2,1,1,11,One
15402,1,7,4,7,1,11,3,11,3,3,Two
15403,2,10,3,10,2,12,4,1,1,4,One
15404,3,11,1,3,4,10,3,6,4,9,Zero
15405,3,8,4,8,3,7,3,13,2,3,One
15406,2,1,3,10,4,7,3,2,2,7,One
15407,1,2,1,13,2,7,3,2,1,6,One
15408,4,7,3,4,2,13,2,7,4,6,One
15409,2,12,4,11,3,10,1,6,4,5,Zero
15410,4,12,3,4,2,11,1,3,3,10,Zero
15411,3,4,4,9,4,8,4,3,3,12,Zero
15412,3,9,3,10,1,1,1,9,4,10,Two
15413,3,1,2,4,4,6,2,12,4,13,Zero
15414,3,12,1,5,3,11,1,6,2,4,Zero
15415,1,4,4,11,2,7,2,1,2,6,Zero
15416,2,2,3,10,3,8,4,4,4,12,Zero
15417,2,10,2,13,4,13,1,10,4,7,Two
15418,4,10,2,12,3,2,3,9,4,2,One
15419,1,1,4,1,3,8,1,12,2,10,One
15420,2,12,3,6,4,3,4,13,1,12,One
15421,1,1,2,12,3,8,3,6,2,11,Zero
15422,2,3,4,7,1,7,1,13,3,7,Three
15423,3,10,4,8,3,11,2,2,3,6,Zero
15424,4,10,2,7,2,6,3,3,1,4,Zero
15425,3,11,2,1,3,9,4,10,1,9,One
15426,3,3,1,1,1,13,1,8,4,4,Zero
15427,4,10,2,7,4,1,1,4,1,8,Zero
15428,2,10,2,13,3,10,2,3,3,1,One
15429,3,5,2,2,1,5,4,5,2,1,Three
15430,1,4,2,3,4,2,3,2,3,12,One
15431,3,7,4,13,4,4,4,11,3,11,One
15432,3,11,2,5,2,12,1,11,2,8,One
15433,4,4,3,2,4,1,2,1,2,13,One
15434,2,8,4,8,4,1,4,13,3,2,One
15435,2,6,3,8,4,7,3,13,2,12,Zero
15436,2,6,2,5,1,1,1,13,4,10,Zero
15437,1,10,3,9,2,2,3,10,4,7,One
15438,4,6,4,7,3,9,3,3,2,13,Zero
15439,4,13,2,9,3,1,1,12,2,1,One
15440,4,4,4,7,1,11,4,11,4,13,One
15441,1,3,3,2,3,10,1,10,2,7,One
15442,2,3,1,6,4,4,3,9,3,5,Zero
15443,1,2,1,7,2,3,1,3,2,5,One
15444,4,7,3,12,4,4,1,8,4,1,Zero
15445,3,10,1,6,3,7,1,13,3,3,Zero
15446,1,9,3,3,4,4,1,10,2,1,Zero
15447,3,7,1,5,1,4,1,1,1,13,Zero
15448,1,12,2,13,4,1,3,13,1,6,One
15449,1,2,2,13,2,5,3,7,3,6,Zero
15450,3,2,2,4,3,11,3,13,2,3,Zero
15451,1,13,4,6,1,12,4,13,4,7,One
15452,1,5,3,10,4,11,3,3,4,12,Zero
15453,4,9,4,13,1,12,3,5,1,6,Zero
15454,1,10,1,8,1,6,2,1,4,5,Zero
15455,1,12,1,13,4,1,2,9,4,11,Zero
15456,3,7,3,12,1,8,1,2,3,3,Zero
15457,2,13,1,2,1,3,2,5,4,2,One
15458,3,10,2,12,3,13,4,4,3,12,One
15459,2,3,3,3,1,11,1,13,4,13,Two
15460,1,7,2,5,2,6,3,7,1,3,One
15461,3,12,1,6,3,2,3,7,2,6,One
15462,1,3,1,8,2,6,4,8,3,12,One
15463,1,13,1,11,2,10,3,2,3,10,One
15464,2,1,2,4,2,5,3,2,3,13,Zero
15465,3,2,3,4,2,12,3,12,1,6,One
15466,1,3,4,6,3,7,3,4,1,6,One
15467,3,13,3,2,4,7,1,9,3,11,Zero
15468,3,4,1,12,3,13,4,1,2,6,Zero
15469,1,10,1,8,4,11,3,9,4,13,Zero
15470,4,12,1,1,4,8,3,4,3,2,Zero
15471,1,8,2,5,4,11,2,13,1,7,Zero
15472,3,3,3,10,3,6,1,13,1,3,One
15473,3,11,3,13,3,5,1,3,2,8,Zero
15474,3,11,1,3,1,7,4,6,3,9,Zero
15475,3,11,2,3,4,2,2,8,4,13,Zero
15476,2,3,2,6,2,9,2,7,3,9,One
15477,2,1,3,10,3,12,1,4,1,9,Zero
15478,3,9,1,6,1,2,2,10,3,3,Zero
15479,1,11,4,6,3,1,3,3,3,2,Zero
15480,1,9,4,2,1,1,1,13,4,12,Zero
15481,2,11,4,4,4,10,2,10,2,13,One
15482,4,8,3,8,3,5,2,13,2,2,One
15483,1,3,1,5,1,13,4,9,4,4,Zero
15484,1,5,3,9,1,11,3,10,2,5,One
15485,3,2,4,8,1,6,3,10,2,3,Zero
15486,2,1,1,1,4,10,2,6,4,7,One
15487,4,9,4,12,2,7,1,10,3,4,Zero
15488,4,9,1,9,3,10,1,3,2,3,Two
15489,3,12,3,5,1,4,3,13,4,8,Zero
15490,3,5,4,10,3,10,2,9,2,12,One
15491,4,13,3,5,1,13,1,3,1,4,One
15492,1,6,2,5,1,3,2,10,1,1,Zero
15493,3,12,4,2,1,5,1,13,2,11,Zero
15494,3,4,4,10,1,6,4,12,1,5,Zero
15495,3,12,2,12,2,8,3,5,4,11,One
15496,3,5,2,1,4,12,1,4,1,12,One
15497,2,4,1,1,1,13,4,10,2,10,One
15498,3,7,2,3,2,11,4,10,1,3,One
15499,4,13,4,1,3,11,2,4,3,1,One
15500,3,12,3,1,3,13,4,3,3,10,Zero
15501,2,10,3,6,2,6,3,5,3,8,One
15502,2,13,1,3,2,3,2,1,3,3,Three
15503,1,9,1,10,1,5,3,2,2,13,Zero
15504,2,9,2,10,2,7,4,12,3,6,Zero
15505,2,5,1,8,2,10,4,3,2,1,Zero
15506,2,1,4,8,2,7,1,11,4,7,One
15507,4,7,1,4,2,2,4,4,3,7,Two
15508,3,4,1,8,4,8,2,5,1,4,Two
15509,3,7,2,5,4,12,4,1,4,3,Zero
15510,2,11,2,6,4,7,4,6,4,9,One
15511,1,3,1,13,4,11,1,4,2,3,One
15512,4,2,1,13,2,9,2,1,1,10,Zero
15513,1,5,3,4,2,12,1,10,4,10,One
15514,3,7,4,13,1,4,4,7,4,4,Two
15515,4,8,1,11,1,13,1,5,4,2,Zero
15516,3,2,3,1,2,2,4,6,4,7,One
15517,2,3,3,8,3,10,1,1,2,1,One
15518,1,2,2,1,4,6,3,11,1,12,Zero
15519,2,8,4,10,3,10,4,12,1,7,One
15520,3,1,3,2,3,4,2,6,1,10,Zero
15521,1,9,3,5,4,6,2,3,1,13,Zero
15522,1,3,1,5,3,12,3,9,3,6,Zero
15523,1,10,1,5,1,3,4,11,3,13,Zero
15524,3,7,4,11,4,9,4,2,1,13,Zero
15525,2,7,3,11,4,2,4,6,1,6,One
15526,1,2,1,10,2,9,2,4,4,2,One
15527,3,2,4,4,2,1,1,4,2,6,One
15528,2,6,1,12,4,5,2,5,3,4,One
15529,4,12,4,13,3,8,3,12,2,6,One
15530,1,5,2,5,2,7,1,12,4,2,One
15531,2,11,2,4,3,12,4,10,2,13,Zero
15532,3,9,3,1,1,10,4,5,3,4,Zero
15533,1,1,3,10,2,13,3,9,4,7,Zero
15534,3,8,2,9,2,4,1,9,3,11,One
15535,3,4,1,7,1,11,3,7,2,12,One
15536,1,5,2,9,1,7,2,8,4,9,One
15537,3,8,4,1,1,2,2,2,1,9,One
15538,1,5,1,12,1,7,4,3,3,7,One
15539,4,6,2,6,1,10,2,7,2,12,One
15540,1,12,2,2,3,4,3,9,1,9,One
15541,2,6,2,10,3,2,2,4,2,7,Zero
15542,4,4,2,8,2,11,3,3,1,10,Zero
15543,1,4,2,4,4,6,3,8,1,2,One
15544,2,13,2,12,3,8,1,9,3,11,Zero
15545,4,1,1,5,2,6,1,10,2,2,Zero
15546,1,1,2,6,4,4,3,12,3,5,Zero
15547,4,8,3,3,3,2,4,11,1,13,Zero
15548,3,9,2,13,2,1,2,7,3,13,One
15549,1,12,4,12,2,5,4,1,2,8,One
15550,2,2,4,5,4,11,1,8,4,12,Zero
15551,3,5,2,5,3,13,1,12,3,2,One
15552,3,12,4,4,2,13,2,6,3,13,One
15553,4,12,1,1,2,13,2,6,4,2,Zero
15554,2,8,2,13,3,3,3,6,1,1,Zero
15555,2,7,4,11,2,11,2,4,4,6,One
15556,1,9,4,12,1,5,3,11,1,2,Zero
15557,3,4,3,5,4,2,1,2,3,3,One
15558,3,11,4,12,1,9,1,8,1,1,Zero
15559,4,5,1,1,1,10,3,3,4,7,Zero
15560,4,11,2,11,3,7,1,5,1,4,One
15561,2,8,3,13,1,8,3,11,1,13,Two
15562,1,7,3,8,2,2,4,11,3,7,One
15563,3,9,2,4,1,9,4,11,3,2,One
15564,2,12,4,4,3,5,1,4,2,1,One
15565,2,8,2,9,3,12,1,11,4,4,Zero
15566,1,9,2,6,2,5,2,4,2,8,Zero
15567,1,13,4,13,3,4,1,2,4,4,Two
15568,2,3,3,9,2,13,1,9,1,10,One
15569,3,2,4,5,4,13,1,2,3,9,One
15570,4,8,4,12,2,1,2,6,2,5,Zero
15571,3,7,4,1,1,10,4,7,1,4,One
15572,4,12,3,12,1,9,4,13,2,12,Three
15573,2,2,3,4,1,8,3,13,4,3,Zero
15574,2,4,4,6,4,10,2,7,4,9,Zero
15575,1,13,3,1,4,1,1,2,2,12,One
15576,3,2,4,9,1,3,2,3,3,1,One
15577,4,8,1,5,1,7,2,4,1,8,One
15578,2,9,4,5,3,8,1,2,3,4,Zero
15579,3,4,4,13,3,2,1,3,2,13,One
15580,1,12,4,5,2,3,3,13,3,2,Zero
15581,3,10,1,4,4,3,4,10,2,1,One
15582,1,3,2,9,3,7,1,8,3,8,One
15583,1,8,2,6,3,2,2,7,2,11,Zero
15584,3,9,2,5,3,6,3,13,3,3,Zero
15585,3,1,2,11,2,3,1,12,4,1,One
15586,4,12,2,2,3,2,3,9,4,1,One
15587,1,5,3,9,1,13,3,8,4,5,One
15588,1,3,2,3,1,5,1,9,1,6,One
15589,2,5,1,12,4,3,3,12,3,3,Two
15590,4,11,2,11,1,1,1,13,4,5,One
15591,3,10,4,2,4,5,3,13,4,8,Zero
15592,3,13,2,3,1,7,2,11,3,12,Zero
15593,3,13,4,5,2,13,1,9,1,6,One
15594,4,5,4,4,2,6,2,5,3,2,One
15595,1,1,1,10,4,7,2,3,1,4,Zero
15596,1,13,1,6,1,2,4,11,3,4,Zero
15597,3,8,1,6,3,4,1,1,2,1,One
15598,4,6,2,7,3,11,2,10,2,11,One
15599,1,13,4,4,4,7,1,3,4,13,One
15600,4,4,1,13,2,13,4,8,4,7,One
15601,3,13,2,5,2,2,1,8,1,2,One
15602,1,4,1,2,4,7,1,13,1,5,Zero
15603,4,7,3,12,3,13,4,5,1,1,Zero
15604,3,6,3,8,4,12,1,9,4,9,One
15605,3,4,2,9,4,10,4,8,2,10,One
15606,1,11,3,12,3,2,1,2,2,13,One
15607,3,4,4,1,2,11,4,13,2,10,Zero
15608,2,8,1,6,1,2,2,6,1,8,Two
15609,3,11,1,6,3,6,3,1,2,10,One
15610,3,7,1,12,3,11,1,5,1,10,Zero
15611,4,3,4,1,1,8,2,8,1,10,One
15612,2,7,4,7,1,4,3,11,3,9,One
15613,2,8,1,3,1,2,3,2,2,3,Two
15614,2,9,4,7,1,1,2,13,2,2,Zero
15615,1,3,2,10,1,7,2,3,3,13,One
15616,4,5,1,9,3,2,4,2,1,10,One
15617,1,8,4,10,2,8,3,8,2,6,Three
15618,3,10,1,8,1,6,4,1,2,2,Zero
15619,1,8,3,1,2,2,2,10,2,1,One
15620,4,9,4,1,1,3,2,8,2,1,One
15621,3,3,1,5,2,7,2,2,2,12,Zero
15622,1,12,4,2,2,10,3,10,3,12,Two
15623,2,1,2,3,2,2,2,4,1,13,Zero
15624,1,11,1,8,1,9,4,10,4,6,Zero
15625,1,3,3,13,2,10,4,7,2,6,Zero
15626,1,5,3,2,2,2,4,10,2,5,Two
15627,3,4,1,10,3,1,2,11,4,5,Zero
15628,3,12,1,7,2,8,1,6,1,3,Zero
15629,4,2,2,6,1,1,2,1,2,4,One
15630,2,3,2,13,4,8,3,12,4,3,One
15631,4,10,2,8,1,8,4,8,4,4,Three
15632,4,6,1,13,1,8,2,7,4,9,Zero
15633,2,5,3,2,3,11,4,9,1,7,Zero
15634,4,13,1,7,4,12,1,2,1,8,Zero
15635,1,12,2,9,4,5,4,11,1,8,Zero
15636,1,1,4,3,2,8,4,9,2,5,Zero
15637,2,9,2,3,4,1,3,13,2,12,Zero
15638,2,9,2,7,4,8,4,6,3,11,Zero
15639,4,2,2,10,1,10,4,5,4,1,One
15640,2,6,4,11,2,9,1,10,4,5,Zero
15641,2,9,2,6,2,10,3,9,2,2,One
15642,2,11,2,10,2,5,3,9,1,9,One
15643,3,6,2,12,4,12,3,4,3,10,One
15644,3,10,3,6,4,11,2,4,2,2,Zero
15645,4,5,2,7,1,7,4,8,2,8,Two
15646,3,12,4,3,1,13,4,4,4,2,Zero
15647,4,2,3,1,2,7,3,4,4,13,Zero
15648,4,5,4,13,3,2,1,7,1,1,Zero
15649,1,1,2,2,2,13,4,9,1,11,Zero
15650,2,9,2,13,1,3,1,7,3,5,Zero
15651,4,3,3,9,3,5,4,7,1,6,Zero
15652,1,4,1,9,1,12,3,6,3,10,Zero
15653,4,7,3,13,4,5,2,11,3,8,Zero
15654,4,13,1,4,3,4,2,9,4,3,One
15655,4,13,2,13,1,13,2,11,1,5,Three
15656,2,7,2,8,2,4,1,1,2,9,Zero
15657,2,13,2,12,1,3,1,9,3,12,One
15658,3,8,3,10,3,4,1,7,1,9,Zero
15659,1,2,3,5,1,7,1,1,2,2,One
15660,2,3,2,4,3,8,4,2,1,4,One
15661,3,11,2,13,1,11,1,2,3,3,One
15662,3,3,4,8,3,6,4,3,3,11,One
15663,2,5,4,4,4,7,2,8,4,11,Zero
15664,4,3,2,11,2,4,3,4,3,6,One
15665,1,9,1,8,3,9,3,12,3,8,Two
15666,3,12,4,10,3,6,4,3,1,10,One
15667,2,9,1,10,4,3,2,13,2,11,Zero
15668,2,9,2,1,2,8,1,5,4,7,Zero
15669,3,10,3,12,2,5,3,13,4,8,Zero
15670,4,6,4,10,4,7,1,5,4,5,One
15671,1,9,1,3,3,7,4,1,2,2,Zero
15672,4,10,3,12,1,3,2,5,1,9,Zero
15673,4,6,1,1,4,9,1,5,3,10,Zero
15674,2,5,4,7,4,13,4,12,3,2,Zero
15675,2,5,4,12,4,13,1,10,1,9,Zero
15676,2,9,4,4,2,3,1,4,2,8,One
15677,1,5,4,11,1,9,2,7,2,12,Zero
15678,2,3,4,4,2,9,1,2,4,10,Zero
15679,1,10,4,9,4,4,1,7,3,10,One
15680,2,6,2,5,1,7,1,4,1,13,Zero
15681,2,5,3,6,4,13,2,12,4,9,Zero
15682,1,10,4,6,3,10,4,5,4,9,One
15683,4,7,3,4,1,3,1,10,3,7,One
15684,3,7,4,10,1,2,4,1,1,6,Zero
15685,4,13,2,1,3,13,3,1,3,2,Two
15686,2,6,4,11,2,8,3,8,4,6,Two
15687,3,5,4,9,2,8,1,3,3,7,Zero
15688,3,8,1,13,2,2,3,7,2,9,Zero
15689,1,5,3,2,1,9,3,4,4,10,Zero
15690,3,5,1,12,3,11,4,5,2,11,Two
15691,1,11,2,6,3,7,3,9,3,3,Zero
15692,2,9,3,2,1,13,4,2,1,2,Three
15693,3,2,3,10,1,13,4,2,1,5,One
15694,1,7,2,3,1,10,4,1,4,5,Zero
15695,1,9,4,12,1,7,3,2,3,3,Zero
15696,4,6,1,9,1,11,1,8,4,10,Zero
15697,2,8,2,7,2,11,2,5,3,10,Zero
15698,4,12,1,10,2,1,4,4,4,8,Zero
15699,1,13,3,2,3,1,3,5,2,6,Zero
15700,1,11,2,2,1,8,2,7,3,3,Zero
15701,2,7,3,5,1,12,2,13,3,12,One
15702,1,10,2,3,1,11,3,5,3,3,One
15703,2,11,3,7,4,4,3,13,2,4,One
15704,4,13,2,12,2,9,3,6,3,3,Zero
15705,4,3,1,3,3,1,2,11,4,10,One
15706,4,3,4,9,3,6,3,1,2,13,Zero
15707,1,1,1,3,1,12,4,1,3,2,One
15708,4,10,1,8,3,4,2,9,4,1,Zero
15709,4,5,4,4,3,7,1,5,3,12,One
15710,2,5,3,2,3,6,2,12,2,10,Zero
15711,3,6,4,1,2,5,3,3,1,4,Zero
15712,2,7,3,5,1,1,2,9,2,5,One
15713,3,8,4,7,3,2,4,4,3,10,Zero
15714,3,11,3,13,3,4,2,2,4,3,Zero
15715,1,11,3,3,4,12,1,4,1,6,Zero
15716,4,6,4,7,3,7,2,1,2,11,One
15717,2,13,1,12,3,12,1,4,2,3,One
15718,1,5,1,4,3,2,3,1,2,12,Zero
15719,2,9,2,3,4,13,4,9,1,13,Two
15720,2,10,1,6,2,4,1,13,4,3,Zero
15721,3,1,1,9,3,12,1,3,1,11,Zero
15722,2,5,3,7,4,2,3,6,4,8,Zero
15723,4,12,2,13,4,5,3,2,4,11,Zero
15724,1,9,3,5,4,4,2,9,1,4,Two
15725,1,13,2,4,1,11,2,13,3,1,One
15726,4,12,1,2,2,1,2,4,4,13,Zero
15727,1,7,1,9,2,9,4,1,3,12,One
15728,3,9,1,6,3,11,2,3,4,9,One
15729,4,11,2,12,1,4,2,4,1,9,One
15730,4,7,2,9,4,2,2,2,3,3,One
15731,3,5,1,1,4,9,2,11,2,8,Zero
15732,4,5,1,7,3,3,1,1,1,4,Zero
